"Department","Department_Name","Division","Gender","Base Salary","Overtime Pay","Longevity Pay","Grade"
"POL","Department of Police","POL 47 MSB Communications Division","F","$44,285","$1,666.4",,"21"
"POL","Department of Police","POL 47 MSB Communications Division","F","$48,713.5","$2,136.33",,"17"
"POL","Department of Police","POL 47 MSB Communications Division","F","$44,285","$1,586.3",,"15"
"POL","Department of Police","POL 47 MSB Communications Division","F","$44,285","$223.58",,"21"
"POL","Department of Police","POL 47 MSB Communications Division","F","$44,285","$1,085.94",,"21"
"POL","Department of Police","POL 47 MSB Communications Division","F","$81,770","$357.63",,"18"
"POL","Department of Police","POL 47 MSB Communications Division","M","$44,285","$340.68",,"15"
"POL","Department of Police","POL 47 MSB Communications Division","F","$44,285","$340.68",,"15"
"POL","Department of Police","POL 47 MSB Communications Division","F","$44,285","$340.68",,"15"
"POL","Department of Police","POL 47 MSB Communications Division","F","$44,285","$340.68",,"15"
"POL","Department of Police","POL 47 MSB Communications Division","F","$55,035.36","$12,006.32",,"19"
"POL","Department of Police","POL 47 MSB Communications Division","F","$57,339.72","$5,978.81",,"15"
"POL","Department of Police","POL 47 MSB Communications Division","F","$48,501.24","$2,406.2",,"21"
"POL","Department of Police","POL 47 MSB Communications Division","M","$55,035.36","$5,120.26",,"19"
"POL","Department of Police","POL 47 MSB Communications Division","F","$55,035.36","$12,967.48",,"19"
"POL","Department of Police","POL 47 MSB Communications Division","F","$55,035.36","$18,553.45",,"19"
"POL","Department of Police","POL 47 MSB Communications Division","F","$48,545.1","$3,746.87",,"21"
"POL","Department of Police","POL 47 MSB Communications Division","F","$89,841.96","$3,191.26",,"24"
"POL","Department of Police","POL 47 MSB Communications Division","M","$50,244.18","$6,953.53",,"17"
"POL","Department of Police","POL 47 MSB Communications Division","F","$59,347.17","$6,935.42",,"17"
"POL","Department of Police","POL 47 MSB Communications Division","M","$44,285","$527",,"21"
"POL","Department of Police","POL 47 MSB Communications Division","M","$42,601",,,"21"
"POL","Department of Police","POL 47 MSB Communications Division","M","$42,601","$906.44",,"21"
"POL","Department of Police","POL 47 MSB Communications Division","F","$53,697.61","$18,050.88",,"17"
"POL","Department of Police","POL 47 MSB Communications Division","F","$58,893.07","$10,087.08",,"19"
"POL","Department of Police","POL 47 MSB Communications Division","F","$60,893.31","$7,697.67",,"19"
"POL","Department of Police","POL 47 MSB Communications Division","F","$56,961.03","$8,261.07",,"19"
"POL","Department of Police","POL 47 MSB Communications Division","M","$56,961.03","$6,751.76",,"19"
"POL","Department of Police","POL 47 MSB Communications Division","F","$53,350.81","$872.1",,"21"
"POL","Department of Police","POL 47 MSB Communications Division","M","$56,961.03","$7,857.6",,"19"
"POL","Department of Police","POL 47 MSB Communications Division","F","$56,961.03","$6,653.22",,"19"
"POL","Department of Police","POL 47 MSB Communications Division","M","$110,472.28","$75.77",,"26"
"POL","Department of Police","POL 47 MSB Communications Division","F","$51,882.27","$20,605.69",,"17"
"POL","Department of Police","POL 47 MSB Communications Division","F","$51,882.27","$7,278.56",,"21"
"POL","Department of Police","POL 47 MSB Communications Division","F","$55,515.81","$20,647.41",,"17"
"POL","Department of Police","POL 47 MSB Communications Division","F","$60,834.14","$14,432.77",,"19"
"POL","Department of Police","POL 47 MSB Communications Division","F","$60,834.14","$8,720.85",,"19"
"POL","Department of Police","POL 47 MSB Communications Division","M","$60,834.14","$6,927.84",,"19"
"POL","Department of Police","POL 47 MSB Communications Division","F","$58,893.67","$8,196.55",,"19"
"POL","Department of Police","POL 47 MSB Communications Division","F","$53,698.15","$8,707.85",,"17"
"POL","Department of Police","POL 47 MSB Communications Division","F","$56,902.1","$6,910.57",,"19"
"POL","Department of Police","POL 47 MSB Communications Division","F","$56,902.1","$14,208.73",,"19"
"POL","Department of Police","POL 47 MSB Communications Division","M","$58,834.11","$6,535.88",,"19"
"POL","Department of Police","POL 47 MSB Communications Division","M","$53,638.66","$11,189.72",,"17"
"POL","Department of Police","POL 47 MSB Communications Division","F","$58,834.12","$6,916.93",,"19"
"POL","Department of Police","POL 47 MSB Communications Division","M","$58,834.11","$10,520.33",,"19"
"POL","Department of Police","POL 47 MSB Communications Division","M","$60,893.32","$9,272.89",,"19"
"POL","Department of Police","POL 47 MSB Communications Division","M","$60,893.32","$14,359.11",,"19"
"POL","Department of Police","POL 47 MSB Communications Division","M","$60,893.32","$35,612.95",,"19"
"POL","Department of Police","POL 47 MSB Communications Division","F","$75,509.29","$14,717.05",,"19"
"POL","Department of Police","POL 47 MSB Communications Division","M","$88,671.49","$6,696.15",,"N21"
"POL","Department of Police","POL 47 MSB Communications Division","F","$73,013.96","$6,908.49",,"21"
"POL","Department of Police","POL 47 MSB Communications Division","F","$72,794.85","$8,546.43",,"19"
"POL","Department of Police","POL 47 MSB Communications Division","F","$80,319.25","$16,384.36",,"N21"
"POL","Department of Police","POL 47 MSB Communications Division","M","$80,261.2","$6,393.14",,"N21"
"POL","Department of Police","POL 47 MSB Communications Division","M","$72,955.84","$11,192.67",,"19"
"POL","Department of Police","POL 47 MSB Communications Division","M","$62,963.34","$12,622.96",,"19"
"POL","Department of Police","POL 47 MSB Communications Division","F","$60,834.14","$1,643.07",,"21"
"POL","Department of Police","POL 47 MSB Communications Division","M","$74,453.55","$20,040.93",,"19"
"POL","Department of Police","POL 47 MSB Communications Division","F","$60,834.13","$5,163.79",,"19"
"POL","Department of Police","POL 47 MSB Communications Division","F","$60,834.13","$10,753.17",,"21"
"POL","Department of Police","POL 47 MSB Communications Division","F","$57,149.89",,,"21"
"POL","Department of Police","POL 47 MSB Communications Division","M","$63,791.64","$8,419.85",,"20"
"POL","Department of Police","POL 47 MSB Communications Division","M","$113,091","$2,241.89","2,247.68","N25"
"POL","Department of Police","POL 47 MSB Communications Division","M","$88,723.31","$8,303.55",,"23"
"POL","Department of Police","POL 47 MSB Communications Division","F","$170,390.82",,,"M2"
"POL","Department of Police","POL 47 MSB Communications Division","F","$113,091","$2,063.67",,"N25"
"POL","Department of Police","POL 47 MSB Communications Division","M","$113,055.55","$2,266.95",,"N25"
"POL","Department of Police","POL 47 MSB Communications Division","F","$75,449.37","$6,959.52",,"19"
"POL","Department of Police","POL 47 MSB Communications Division","F","$133,970.88",,,"M3"
"POL","Department of Police","POL 47 MSB Capital Development and Facilities Division","M","$98,349",,"2,928.48","22"
"POL","Department of Police","POL 47 MSB Capital Development and Facilities Division","M","$98,349",,"4,564.8","22"
"POL","Department of Police","POL 47 Management Services Bureau","F","$78,103",,,"N17"
"POL","Department of Police","POL 47 Management Services Bureau","M","$201,000",,,"EX3"
"POL","Department of Police","POL 47 Management Services Bureau","M","$100,900",,"3,471.91","P4"
"POL","Department of Police","POL 47 Management Services Bureau","M","$149,586.59","$1,466.64",,"A2"
"POL","Department of Police","POL 47 Management Services Bureau","M","$140,469.56",,,"M3"
"POL","Department of Police","POL 47 ISB Special Victims Investigations Division Family Justice","M","$116,536","$21,983.96",,"A1"
"POL","Department of Police","POL 47 ISB Special Victims Investigations Division Family Justice","F","$93,895",,"5,672","21"
"POL","Department of Police","POL 47 ISB Special Victims Investigations Division Family Justice","F","$89,653",,"5,412.96","20"
"POL","Department of Police","POL 47 ISB Special Victims Investigations Division Family Justice","F","$100,900",,"3,471.91","P4"
"POL","Department of Police","POL 47 ISB Special Victims Investigations Division Family Justice","F","$100,900","$5,751.73",,"P4"
"POL","Department of Police","POL 47 ISB Special Victims Investigations Division Family Justice","F","$100,900",,"2,845.14","P4"
"POL","Department of Police","POL 47 ISB Special Victims Investigations Division Family Justice","F","$84,953","$7,328.99",,"P4"
"POL","Department of Police","POL 47 ISB Special Victims Investigations Division Family Justice","M","$94,190","$8,688.09",,"P4"
"POL","Department of Police","POL 47 ISB Special Victims Investigations Division Family Justice","M","$87,925","$10,113.4",,"P4"
"POL","Department of Police","POL 47 ISB Special Victims Investigations Division Family Justice","F","$94,190","$6,783.66",,"P4"
"POL","Department of Police","POL 47 ISB Special Victims Investigations Division Family Justice","M","$105,945","$8,473.23",,"P5"
"POL","Department of Police","POL 47 ISB Special Victims Investigations Division Family Justice","F","$100,900","$8,635.28","1,841.95","P4"
"POL","Department of Police","POL 47 ISB Special Victims Investigations Division Family Justice","M","$116,536","$31,473.46","4,009.85","A1"
"POL","Department of Police","POL 47 ISB Special Victims Investigations Division Family Justice","F","$72,972","$298.27",,"P3"
"POL","Department of Police","POL 47 ISB Special Victims Investigations Division Family Justice","M","$82,077","$1,215.66",,"P4"
"POL","Department of Police","POL 47 ISB Special Victims Investigations Division Family Justice","F","$76,620",,,"P4"
"POL","Department of Police","POL 47 ISB Special Victims Investigations Division Family Justice","M","$87,925","$6,430.25",,"P4"
"POL","Department of Police","POL 47 ISB Special Victims Investigations Division Family Justice","F","$100,900","$11,155.96","1,706.12","P4"
"POL","Department of Police","POL 47 ISB Special Victims Investigations Division Exploitation and Registry","M","$105,945","$11,604.71","2,932.36","P5"
"POL","Department of Police","POL 47 ISB Special Victims Investigations Division Exploitation and Registry","F","$100,900",,"3,471.91","P4"
"POL","Department of Police","POL 47 ISB Special Victims Investigations Division Exploitation and Registry","M","$116,536","$11,391.29",,"A1"
"POL","Department of Police","POL 47 ISB Special Victims Investigations Division Exploitation and Registry","F","$100,900",,"3,471.91","P4"
"POL","Department of Police","POL 47 ISB Special Victims Investigations Division Exploitation and Registry","M","$100,900","$35,561.97","1,706.12","P4"
"POL","Department of Police","POL 47 ISB Special Victims Investigations Division Exploitation and Registry","M","$100,900","$6,815.97","1,841.95","P4"
"POL","Department of Police","POL 47 ISB Special Victims Investigations Division Exploitation and Registry","M","$100,900","$19,590.97",,"P4"
"POL","Department of Police","POL 47 ISB Special Victims Investigations Division Exploitation and Registry","F","$93,895",,"4,356.8","21"
"POL","Department of Police","POL 47 ISB Special Victims Investigations Division Child Abuse and Missing Children","F","$100,900","$5,927.76","950.81","P4"
"POL","Department of Police","POL 47 ISB Special Victims Investigations Division Child Abuse and Missing Children","F","$87,927",,,"P4"
"POL","Department of Police","POL 47 ISB Special Victims Investigations Division Child Abuse and Missing Children","M","$100,900","$6,321.56","2,661.52","P4"
"POL","Department of Police","POL 47 ISB Special Victims Investigations Division Child Abuse and Missing Children","M","$97,487","$634.1",,"P4"
"POL","Department of Police","POL 47 ISB Special Victims Investigations Division Child Abuse and Missing Children","F","$87,925","$10,645.04",,"P4"
"POL","Department of Police","POL 47 ISB Special Victims Investigations Division Child Abuse and Missing Children","M","$92,322","$19,147.44",,"P5"
"POL","Department of Police","POL 47 ISB Special Victims Investigations Division Child Abuse and Missing Children","F","$82,077","$9,567.8",,"P4"
"POL","Department of Police","POL 47 ISB Special Victims Investigations Division Child Abuse and Missing Children","M","$84,953","$5,004.37",,"P4"
